id,texte,sentiment
5829,Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,0
5830,Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,1
5831,It is sad... I feel bad when I hear it. They look like mid 30`s. It`s like something u wld see on lifetime,0
5832,"Thank you Jonathan! I am the proud mommy to a 6 yr old girl, and a 14 yr old boy!",1
5833,I like them.  Is that weird?,1
5834,bed rest for all weekend and next week  neomonia suck,0
5835,i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,1
5836,Trying my best not to share this lovely head cold,1
5837,honey is great for your health!,1
5838,"have a good day girl, ill call you later",1
5839,Its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,1
5840,thank you. yes yes. hooray!,1
5841,When it rains it pours. Life sucks,0
5842,I just got twitter for my palm  <3,1
5843,Could be useful  13 Tutorials & Resources for a Perfect Twitter Background http://tinyurl.com/dl2upx #design,1
5844,sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,0
5845,"ashley tisdale , i mean . cuz shes in berlin on 6th june and i`m not gonna be there . i wanna start cryin right now :/ ashley pick me up",0
5846,Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!,1
5847,i loooooove bank holidays,1
5848,I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,0
5849,"Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",1
5850,"It`s just a shame what wisdom comes with age, but age destroys youth",0
5851,so I just had a violent fightclub like **** dream involving heavily tattooed ladies. I didn`t wanna wake up.  lol.,1
5852,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,0
5853,hates these khaki pants! project to do todayy,0
5854,_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad,0
5855,"Nice win by the Dodgers, 8-0 over Giants",1
5856,Cleaning up the kitchen &watching the Royals play,1
5857,"congrats to the A`s!! ugh, we still have til the end of june",1
5858,"main event has not happened yet, but he is doing well so far",1
5859,Wishing everyone a good night,1
5860,"Really Wish i could see dave from  again, missing him already",0
5861,"_127 good morning  one m,ore day YAY! #TwitterTakeover",1
5862,"is sore from weight lifting  However, it`s the good kind of sore that gives you man-**** you can move with the power of your mind alone!",1
5863,The time is not my friend today,0
5864,i have bad news... i have to go take the dog for a walk--they`re upset w/me!,0
5865,don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me Ã¯Â¿Â½14,1
5866,don`t worry  just sleep.,1
5867,I miss you too.  We`ll have to get together once everything settles down in a few weeks.  Congrats on the house!,1
5868,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,0
5869,hey chocolate chips is good.  i want a snack too but i`m out of snacks.,1
5870,has just booked her appointment to give blood 18:20pm 2nd June! Scared,0
5871,"Goin to ma cousins soon, there dog is soo cute",1
5872,"Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter",0
5873,Love 'good girls go bad',1
5874,"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",1
5875,We`ll miss you  #Sixx?,0
5876,I want to go back to school too *sigh* - but I am too poor,0
5877,what a bad day 1 of my close relative has died so i wont be going to florida,0
5878,nick is so cute in the tiger costume  ahaha it made my day,1
5879,"I`m finally going to bed, everybody.. whatever you`re doing, BE BLESSED!",1
5880,missed the cutoff for the free chocolate  eh well...bikini season is coming.....,0
5881,OMG its working,1
5882,facepalm  hope the interview is a choice and not a forced thing...,1
5883,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,0
5884,More pictures! It was such a pretty day  http://tr.im/kWOD #fb,1
5885,i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,1
5886,feels very very sick  hmph.,0
5887,I`m bummed that I didn`t get TEDx tickets,0
5888,thanks got it will contact you if i am having troubles!Thanks,1
5889,_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,0
5890,Its beginning to get way too hard to please all of my friends at once,0
5891,"o, and happy mothers day",1
5892,Well hopefully I`ll see you both   at the conference,1
5893,Don`t let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,1
5894,Hey #socialmediatv ugh no way to do video>blah {pouts}   (Social Media TV live > http://ustre.am/2NjV),0
5895,"ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",0
5896,whoa steady there mate don`t fall down,1
5897,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,0
5898,Is leaving Utah today  Super Sad Face,0
5899,Not to mention hw fat ima get frm wrk n here.,0
5900,Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),1
5901,"Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we`ve got Dog stuff to do Sunday",1
5902,Have to go to work  typical sunshine and deep sleep; stupid friday.,0
5903,death cab for cutie and slouchy barets  its a good way to start the day.,1
5904,I always forget how much fun kyle is!,0
5905,ahahaha! That`s funny.,1
5906,"lol,  on blip.fm is not the  on twitter! i hate that song btw",0
5907,wishes all you moms a happy & blessed Mother`s Day!,1
5908,this hot day is making me tired,0
5909,and I luh you tooooo,1
5910,Demoing with Gary burr!!! So excited to get some 'girls' music on tape!! Missing Tayla,1
5911,just said goodbye to the younger bro.  #misshimalready,0
5912,drag me to hell looks so freakin scary  watch terminator! it was really good.,1
5913,Cannot wait to get all dolled up and go out tonight,1
5914,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),0
5915,Hi Ok i hope its head comes out of the clouds for you> i love Meadowbank shopping center,1
5916,I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,0
5917,http://twitpic.com/4wah5 - haha that`s right,1
5918,awww bless her. she made me cry,1
5919,re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr,1
5920,Pissed I  fell asleep before I pushed `record` and missed !!,0
5921,we miss you,0
5922,"http://twitpic.com/3goxn - yes , everybody love you. i`m a german Fan. Follow me !",1
5923,happy birthday!,1
5924,your lisa rogers carpool is now my alltime fave!! Good work!!,1
5925,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,0
5926,fun on facebook.,1
5927,"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",1
5928,Just back from graduation.  Two more doctors in the family now,1
5929,Law week is gonna go the **** off  SO EXCITED,1
5930,guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,0
5931,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting **** out of times, but deposits are SO hard for me",0
5932,Back in from LI 2hours ago n still made it to work  yay me,1
5933,need a break...my head hurts,0
5934,Panera is not being nice to my iPhone,0
5935,HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven`t had a moment to myself,0
5936,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,0
5937,"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",0
5938,Where art thou ? I miss you!,0
5939,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,0
5940,So Tired. It`s not right to have to get up so early,0
5941,"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",1
5942,How cool is that!   Thank you so much!   luv it!,1
5943,i hope so  I KNOW WOO! haha 2 times  it was exciting lol,1
5944,"If you`ve jailbroken or went to 3.0 early, prepare to be bricked",0
5945,wow i`m soo hungover,1
5946,It`s great,1
5947,hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L),1
5948,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,0
5949,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,1
5950,i hope such moments inspire you on your political journey back home. all the best,1
5951,O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,0
5952,really? Awesome!,1
5953,"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully",0
5954,Here`s a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don`t paint a good picture :-C,0
5955,Don`t think you would be happy if you were...,1
5956,yay cheerleading when im sick. its gonna be a fun  night peoples,1
5957,i can`t i can`t i can`t  i`m sad.... i`m from venezuela!,0
5958,_lee lol a bugg to school thats awsome,1
5959,_ no idea what that means bb,0
5960,Happy Mother`s Day to the only mother I have on my list!,1
5961,I tried that but I can only use import/export for contacts saved locally on my Outlook. Thanks Though,1
5962,Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!,0
5963,not at work today .i have my car back she is perfect  going random shopping later .,1
5964,"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",1
5965,Can I get tonight`s SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can`t sleep.,0
5966,Just got bullied by Dillah.  HELP!,0
5967,Some days you must look hard for that good thing.,1
5968,"woooooo im seeing you in glasgow when you come, september is agessss away but",1
5969,what a great project!!! Wish I could have done that with DD1. She`s too old now.,1
5970,Word. Yayy twitter after dark lol.,1
5971,"Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",0
5972,Yay! Lets welcome Mrs Mcnugget to twitterverse!,1
5973,time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,0
5974,I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,1
5975,Creased my nikes!!  ohh well... http://twitpic.com/66zfd,0
5976,Yay for having a giant headache  stupid glasses.,0
5977,my twitter looks funny  someone help!,0
5978,Happy mother`s day to all the mums out there,1
5979,_ Sounds like you got a fan in Danstorce.,1
5980,thank you! It`s sunny outside so that`s a good start,1
5981,My throat hurts,0
5982,"whatever. i give up, my phones about to die anyway.  next time",0
5983,"Trust me, that`s a GOOD thing. Your 40-something self will thank you.",1
5984,http://twitpic.com/4ve84 - Wow! A nice laptop,1
5985,"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic",0
5986,Happy Star Wars Day // Will Week,1
5987,I wish my sister lived near me,1
5988,bored fixed the internet for my dad but now im bored to death,0
5989,Thanks for the follow! (raises hand) I am,1
5990,a headache once again ugh,0
5991,Haha. It`s pretty good  they`re making something with chicken  yum!,1
5992,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,1
5993,THANKS!,1
5994,"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop",0
5995,give them my best!,1
5996,wasn`t much of a debate,0
5997,Home Sweet Home by Carrie Underwood makes me sadd,0
5998,"im really bored, anthony is doing senior board ****. and im hungry and cold.",0
5999,Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,1
6000,yup-unfortunately  Took today off work and just slept all day.,0
6001,Anyone with big fingers  But I`ve loved it...,1
6002,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,0
6003,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,1
6004,Now i feel really really bad...sorry,0
6005,"#liesboystell Your the only one, I love (they really have several women)",0
6006,ekkk..thats ruff..hope you have a safe flight and good meeting,1
6007,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,1
6008,"I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",0
6009,"good afternoon, hope you have a great week",1
6010,Now I want ice cream but it`s so expensive.,0
6011,Rose City Sirens were uber cool last night!  Wish I could have stayed longer,1
6012,What? I was being serious.,0
6013,I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,1
6014,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,0
6015,I`m quite afraid to string now since I don`t have any .024 wire use,0
6016,NCP no longer has job placement,0
6017,"awe! i miss him so much. they`re on 'vacation'. which has lasted for like, six months. and i miss you!",0
6018,Whats up today..? missed the #coffeeclub that day,0
6019,Cheers. Wish I had more fonts to play with,1
6020,Swolen as shitt  boo hoo,0
6021,too bad i dont have either,0
6022,"Yeah, but George says something with his words. Otherwise its just..... jiberish junk... love, joy,happy ahh see how nice",1
6023,"Yes, they clearly relished acting together, sparking off each other`s performance. And milking all the laughs!",1
6024,.Ã¯Â¿Â½Ã¯Â¿Â½?????Ã¯Â¿Â½Ã¯Â¿Â½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,0
6025,Happy Mothers Day to all the Mommies!,1
6026,_Smith glad the zoo was fun and you had a great mothers day hun,1
6027,imma talk to ya later ishi goodnight kid,1
6028,"i lost my nintendogs, it`s very upsetting.",0
6029,Recovering from a bad fall at lunch. Great start to the weekend.,1
6030,"Happy Mother`s Day, Kadi!!",1
6031,"had an answered prayer which caught me by surprise. LORD, you are amazing!",1
6032,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,1
6033,Yes man was good,1
6034,good. that was the intent.  hopefully others get the same vibe,1
6035,Loves her david soooooo much <3,1
6036,The geek in me won.  I am building my own photoblog theme...,1
6037,Oh! Good idea about putting them on ice cream,1
6038,i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,0
6039,Looks like I got a defective MacBook,0
6040,tonights been boring!,0
6041,doesnt work already,0
6042,my body isnt itching anymore,1
6043,that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,0
6044,you are so right!,1
6045,just ran some ACCELA unit tests for the first time in about 2 years... and they failed,0
6046,"Browsing through the web. And expecting to see the PMS forum back up, but no luck",0
6047,That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,0
6048,becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,0
6049,"it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",0
6050,Sunburn is not as fun as I remember,0
6051,"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",0
6052,I honestly feel like I`m not healing or getting any better. This is not good,0
6053,"_fred6 It`s REALLY cool! No, I`m on a PC now, I don`t have a Mac  well I do but it`s ooooooooold  I do have an iphone tho",1
6054,is envious of people not in long-distance relationships...she`s all mushy with no one to cuddle.,0
6055,can`t believe he has to wait till October to see 'Up!' when Americans get to see it this weekend.,0
6056,ZOMG SO CUTE MATT. **** thats a good movie,1
6057,"I have yet to understand any sentence u have ever typed,but it`s kinda fun-like learning a foreign language&I love to quote u.",1
6058,"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",1
6059,Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,1
6060,i wish people would leave jon & kate alone  i really like that show,1
6061,i`m fine thanks  wbu?,1
6062,I second this !!,1
6063,Had a great talk with Tony this afternoon... we`re going to give it another go,1
6064,"Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",1
6065,"I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",0
6066,hey guys = ) i went to Jenny`s house today!! i had so much fun    so how about everyone else? what did u guys doo?,1
6067,Oooh! goodluck for the rest of them,1
6068,Ugh.  Las #vegas airport is at a 'ground stop' which means I`m stuck in the plane on the tarmac (again) at LAX.,0
6069,_STYLE  I like it,1
6070,Good Monday morning to everyone- Hope everyone`s week is off to a successful start,1
6071,That doesn`t sound fun,0
6072,"I don`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",0
6073,LOL. You know me. I aim to please.,1
6074,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,1
6075,so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,1
6076,good luck with you finals!!!,1
6077,"Hey Luis, thanks!  I have Flash and my prof`s code to thank for that.  *cough*",1
6078,Still raining here in The Bay...I forget what sunshine looks like !,0
6079,I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,0
6080,at once haha.  poor aby still gets sore!,0
6081,Guten Morgen/ Good Morning/,1
6082,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",0
6083,I failed my maths exam today. fxxxmylife,0
6084,Mortified. could lose my job,0
6085,_tall_blonde   ~~Hello~~~  and thanks for the follow.,1
6086,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,0
6087,_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones,1
6088,"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",0
6089,Now that sucks...  P?i ?i s? Ã¯Â¿Â½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,0
6090,is bored hehehe  i hate IPT,0
6091,I saw nomes on twitter  but I`m still not waking up,0
6092,lol i wos gona send mine in bt i was too late  ****,0
6093,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,0
6094,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),1
6095,Cruising 'Serious Eats NY' does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,0
6096,are you guys dead again?  I can`t load it up,0
6097,no more arrested development. i am sad.,0
6098,fickleness seems appropriate for a Twitter user,0
6099,"Happy Mothers Day! Same day, more chocolate",1
6100,its so sad when the dad dies  hakuna matana it means no worries for...,0
6101,"All you moms, get ready to enjoy your much-deserved special day!",1
6102,nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,0
6103,"well, maybe you can always head for CNT. be sure to save some for me!",1
6104,This may sound stupid... but i just bought a mask,0
6105,I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,1
6106,Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,0
6107,"you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",0
6108,"lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",0
6109,wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.,1
6110,awww. its cool. i ate too much ice cream,1
6111,yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,1
6112,its ok mate I stayed in as well  losers aren`t we,0
6113,"You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",1
6114,I also concede to my first Twitter grammar fail.,0
6115,ur really the sweetest person ever! thanks for making everyone`s dreams come true..(p.s) my dream is for u 2twitter me back  x,1
6116,going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,1
6117,"Oh yea, and I feel really feckin tired today !",0
6118,I don`t think my friends like me anymore  (via #zenjar ),0
6119,oh I`m sorry for that. how old was your grandpa?,0
6120,Congratulations to Manny 'Pacman' Pacquiao! You`ve made every Filipino proud of being a Filipino!,1
6121,LOVE  LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,1
6122,I really don`t like this weather,0
6123,lol that`s great  For you.,1
6124,Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,0
6125,gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,0
6126,This is the last time to get it right...  hello loves....,1
6127,on another note I totally love this pic of you and your dad....old pic -  http://bit.ly/18aEG8,1
6128,Trying to get some work done not too happy about work situation,1
6129,_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,0
6130,"Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",1
6131,8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,0
6132,Have just bought a TV tuner for my laptop.  He he.  I deserve a present,1
6133,I love when my ipod shuffles so all the good songs are all together,1
6134,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,1
6135,"that was a really good interview to read, really enjoyed it  x",1
6136,sometimes the fact that my health for the lack of a better word SUCKS really scares me,0
6137,HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,1
6138,Can`t believe those idiots buzzed out the juggler.,0
6139,charbotgreen has been suspended  'unusual activity??',0
6140,My assistant had me watch The Notebook. I miss Deborah,0
6141,My neighbour is fond of loud Nickelback.,1
6142,i have to tell you that i accidentally screwed up the layout of the lautner_daily community,0
6143,_trip I bet he didn`t fall asleep till like this morning  sorries.,0
6144,Choir banquet was more than I could`ve ever dreamed.   I`m so happy! Now after party at Lauren`s!!!,1
6145,too bad Vo got me sick I think  & I don`t even have meds to feel like you.,0
6146,i just saw a pony that used to live in front of my house again. he`s developed cushing`s disease tho,0
6147,thank you. We had a blast,1
6148,Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,0
6149,"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",1
6150,pmg im very upset no just relasie hugh laurie isnt on  **** ohh,0
6151,projects suck,0
6152,"Maybe you have, my memory sucks.",0
6153,Rey Mysterio is so awesome,1
6154,just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,1
6155,i dont have a bank. i cash my **** at tom thumb. i`ve had four bank accounts--and they`ve all gone negative,0
6156,i know they r lol i hope she does she said she will,1
6157,i know im inlove with   actually..,1
6158,"just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",1
6159,Would be nice if he did,1
6160,"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",0
6161,:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,0
6162,I need words of inspiration  where`s  and  when you need them??,1
6163,Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,1
6164,"@_elj Appreciated,uni email is helpful..",1
6165,have you watched Persepolis? Broken English is also nice for sundays,1
6166,"i should be finished.... but i`m not.  color drawing, here i come.",0
6167,- I always appreciate your 'musings.',1
6168,Hope you mom is okay,1
6169,has such a freakin migraine,0
6170,Hope you`ll be able to join us for future editions,1
6171,So exhausted..can`t sleep. I don`t like these nights,0
6172,dont get too excited bby i hear thunder rolling in,0
6173,you the the Queen of Sass oh Scenie!!!,1
6174,Is too much of a bro,0
6175,Thanks for the morning laugh. You are just too funny,1
6176,Hahaha I miss Bradddd and all of the guys and KEITH.,0
6177,Is losing money in Vegas...,0
6178,Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,0
6179,"thank you, god bless im going to eaat my in in out",1
6180,I have had the William Shatner version of Rocket Man in my head for 3 days now. It`s **** distracting,0
6181,Subhana Allah... I got scare told you i started having anxiety,0
6182,"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement",1
6183,"ROFLMFAO!!!! You love us better, don`t you!",1
6184,http://twitpic.com/2sw4v - i love BOTH your hairsss,1
6185,Last free Friday.,0
6186,_y_Tony and didn`t bring me any????  You suck,0
6187,thanks,1
6188,"Goodnight. Actually, great night. Seeing Daniel tomorrow!",1
6189,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",0
6190,"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",1
6191,"I don`t use it, but I heard that PowerShell is nice",1
6192,"Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",1
6193,hates continually getting sick whenever he has exams,0
6194,@_anniemay OMG No fair,0
6195,I`m feeling so frustrated...I just can`t get things to work!!,0
6196,My dreams have been crushed...Spock does not like the ladies.,0
6197,Happy Mother`s day to all mum`s in america,1
6198,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me & 1 held up a knife  scum!,0
6199,"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",1
6200,seen mi abueltia at the hospital... she`s doing good!,1
6201,"Very. I`m ill and attempting to remember lots, and nothing is going in.",0
6202,friday night is my fav night of the week but now I have to go to stupid dog training classes,1
6203,Wonders if I`m d only 1 dat n church sumtime nt knowng certain sungs. Seems like erbdy knows it but u? Quickly feel bad cnt sing along .,0
6204,My moms Season 3 of Weeds got burnt up in a family friends mobile home.,0
6205,you givein lady ga ga arun for her money in that get up hee hee love it,1
6206,Pissing annoying date stamp on all my pictures. Wish I`d remembered to turn it off.,0
6207,there`s nothing worse than getting a text about a dog that was abandoned in your town,0
6208,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",1
6209,Thanks  for shoutin out my mom today  She also says thanks!,1
6210,thanks for having me! i had a great time too,1
6211,_Tarrant nice! It`s mommas day,1
6212,Happy Star Wars Day everyone! May the 4th be with you all  ****,1
6213,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour",1
6214,I`m jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,0
6215,__ Aww bless her. She`s one of my faves,1
6216,Sorry but there is no parking space. And I just realized I didn`t delete one sentence doing copy&paste in that email,0
6217,"haha  I love Dnt Regret It Now with Tyga <3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",1
6218,listening to Lily Allen`s last album - it`s quite good,1
6219,awww. If I coukd send it from my phone I would. What kind of flair would you like?,0
6220,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private `Vote`",1
6221,I wanna longboard but it`s raining ughhhhhh,0
6222,I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  ****,0
6223,Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,0
6224,I don`t do very good at funerals. Crying is way 2 contagious for me,0
6225,For _inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,0
6226,has found a free wifi point ... and it`s sunny,1
6227,"My knee **** hurts man  Haylee doesn`t even care, GET ME MORE MILKSHAKE-SHAKE-SHAKE-SHAKE IT!",0
6228,I hate that place!,0
6229,watching merlin omg he is cute,1
6230,my skin is burning up so much,0
6231,chili cheese fries a bad idea for lunch..,0
6232,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",0
6233,At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie`**** definitely different)... Lucky moi,1
6234,"I love the start to a fresh new week, `tis when I am motivated most",1
6235,"that`s cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!",1
6236,Thanks lady!!,1
6237,"i know right, that`s so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",0
6238,back to work.. with no distractions..,1
6239,just got back from greenlake.  it was such a nice day today!,1
6240,Sometimes people never learn to shut up and stop talking ****,0
6241,New picture  bored.,0
6242,dont get to see my boys tomorroww.im sad,0
6243,Happy Mommy Day,1
6244,ME! oh wait wrong state,0
6245,Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,0
6246,Feeling so low and depressed that I`m not on holiday,0
6247,watching 'Say Anything' - great `80s movies and the starting point of my love for John Cusack!,1
6248,You don`t reply to none of your fans ... I don`t know what trust,0
6249,"sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying.",1
6250,Happy Mothers Day. Take ur mothers into a special place.,1
6251,ooops! the last link is the same as the first! sry my mistake,0
6252,"I hope you had fun in Canada  don`t worry you`ll see then again this summer,",1
6253,Ahhhhh now If You Go Away  by  is on  YAY my other fav song of theirs,1
6254,"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",0
6255,Braxton was up at 2:30 untill 4am and now he won`t sleep more than 15 minutes at a time! It`s hard to be a mom on days like this!,0
